block_index	block_type	style	alignment	text
829	paragraph	Normal	JUSTIFY (3)	2. Người lao động có trách nhiệm chấp hành quy định, nội quy, quy trình, yêu cầu về an toàn, vệ sinh lao động; tuân thủ pháp luật và nắm vững kiến thức, kỹ năng về các biện pháp bảo đảm an toàn, vệ sinh lao động tại nơi làm việc.
830	paragraph	Normal	JUSTIFY (3)	
831	paragraph	Normal	CENTER (1)	Chương X
832	paragraph	Normal	CENTER (1)	NHỮNG QUY ĐỊNH RIÊNG ĐỐI VỚI LAO ĐỘNG NỮ
833	paragraph	Normal	CENTER (1)	VÀ BẢO ĐẢM BÌNH ĐẲNG GIỚI
834	paragraph	Normal	JUSTIFY (3)	
835	paragraph	Normal	JUSTIFY (3)	Điều 135. Chính sách của Nhà nước
836	paragraph	Normal	JUSTIFY (3)	1. Bảo đảm quyền bình đẳng của lao động nữ, lao động nam, thực hiện các biện pháp bảo đảm bình đẳng giới và phòng, chống quấy rối tình dục tại nơi làm việc. 
837	paragraph	Normal	JUSTIFY (3)	2. Khuyến khích người sử dụng lao động tạo điều kiện để lao động nữ, lao động nam có việc làm thường xuyên, áp dụng rộng rãi chế độ làm việc theo thời gian biểu linh hoạt, làm việc không trọn thời gian, giao việc làm tại nhà.
838	paragraph	Normal	JUSTIFY (3)	3. Có biện pháp tạo việc làm, cải thiện điều kiện lao động, nâng cao trình độ nghề nghiệp, chăm sóc sức khỏe, tăng cường phúc lợi về vật chất và tinh thần của lao động nữ nhằm giúp lao động nữ phát huy có hiệu quả năng lực nghề nghiệp, kết hợp hài hòa cuộc sống lao động và cuộc sống gia đình.
839	paragraph	Normal	JUSTIFY (3)	4. Có chính sách giảm thuế đối với người sử dụng lao động có sử dụng nhiều lao động nữ theo quy định của pháp luật về thuế.
840	paragraph	Normal	JUSTIFY (3)	5. Nhà nước có kế hoạch, biện pháp tổ chức nhà trẻ, lớp mẫu giáo ở nơi có nhiều lao động. Mở rộng nhiều loại hình đào tạo thuận lợi cho lao động nữ có thêm nghề dự phòng và phù hợp với đặc điểm về cơ thể, sinh lý và chức năng làm mẹ của phụ nữ. 
841	paragraph	Normal	JUSTIFY (3)	6. Chính phủ quy định chi tiết Điều này.
842	paragraph	Normal	JUSTIFY (3)	Điều 136. Trách nhiệm của người sử dụng lao động
843	paragraph	Normal	JUSTIFY (3)	1. Bảo đảm thực hiện bình đẳng giới và các biện pháp thúc đẩy bình đẳng giới trong tuyển dụng, bố trí, sắp xếp việc làm, đào tạo, thời giờ làm việc, thời giờ nghỉ ngơi, tiền lương và các chế độ khác. 
844	paragraph	Normal	JUSTIFY (3)	2. Tham khảo ý kiến của lao động nữ hoặc đại diện của họ khi quyết định những vấn đề liên quan đến quyền và lợi ích của phụ nữ.
845	paragraph	Normal	JUSTIFY (3)	3. Bảo đảm có đủ buồng tắm và buồng vệ sinh phù hợp tại nơi làm việc.
846	paragraph	Normal	JUSTIFY (3)	4. Giúp đỡ, hỗ trợ xây dựng nhà trẻ, lớp mẫu giáo hoặc một phần chi phí gửi trẻ, mẫu giáo cho người lao động.
847	paragraph	Normal	JUSTIFY (3)	Điều 137. Bảo vệ thai sản
848	paragraph	Normal	JUSTIFY (3)	1. Người sử dụng lao động không được sử dụng người lao động làm việc ban đêm, làm thêm giờ và đi công tác xa trong trường hợp sau đây:
849	paragraph	Normal	JUSTIFY (3)	a) Mang thai từ tháng thứ 07 hoặc từ tháng thứ 06 nếu làm việc ở vùng cao, vùng sâu, vùng xa, biên giới, hải đảo;
850	paragraph	Normal	JUSTIFY (3)	b) Đang nuôi con dưới 12 tháng tuổi, trừ trường hợp được người lao động đồng ý.
851	paragraph	Normal	JUSTIFY (3)	2. Lao động nữ làm nghề, công việc nặng nhọc, độc hại, nguy hiểm hoặc đặc biệt nặng nhọc, độc hại, nguy hiểm hoặc làm nghề, công việc có ảnh hưởng xấu tới chức năng sinh sản và nuôi con khi mang thai và có thông báo cho người sử dụng lao động biết thì được người sử dụng lao động chuyển sang làm công việc nhẹ hơn, an toàn hơn hoặc giảm bớt 01 giờ làm việc hằng ngày mà không bị cắt giảm tiền lương và quyền, lợi ích cho đến hết thời gian nuôi con dưới 12 tháng tuổi.
852	paragraph	Normal	JUSTIFY (3)	3. Người sử dụng lao động không được sa thải hoặc đơn phương chấm dứt hợp đồng lao động đối với người lao động vì lý do kết hôn, mang thai, nghỉ thai sản, nuôi con dưới 12 tháng tuổi, trừ trường hợp người sử dụng lao động là cá nhân chết, bị Tòa án tuyên bố mất năng lực hành vi dân sự, mất tích hoặc đã chết hoặc người sử dụng lao động không phải là cá nhân chấm dứt hoạt động hoặc bị cơ quan chuyên môn về đăng ký kinh doanh thuộc Ủy ban nhân dân cấp tỉnh ra thông báo không có người đại diện theo pháp luật, người được ủy quyền thực hiện quyền và nghĩa vụ của người đại diện theo pháp luật.
853	paragraph	Normal	JUSTIFY (3)	Trường hợp hợp đồng lao động hết hạn trong thời gian lao động nữ mang thai hoặc nuôi con dưới 12 tháng tuổi thì được ưu tiên giao kết hợp đồng lao động mới.
854	paragraph	Normal	JUSTIFY (3)	4. Lao động nữ trong thời gian hành kinh được nghỉ mỗi ngày 30 phút, trong thời gian nuôi con dưới 12 tháng tuổi được nghỉ mỗi ngày 60 phút trong thời gian làm việc. Thời gian nghỉ vẫn được hưởng đủ tiền lương theo hợp đồng lao động.
855	paragraph	Normal	JUSTIFY (3)	Điều 138. Quyền đơn phương chấm dứt, tạm hoãn hợp đồng lao động của lao động nữ mang thai
856	paragraph	Normal	JUSTIFY (3)	1. Lao động nữ mang thai nếu có xác nhận của cơ sở khám bệnh, chữa bệnh có thẩm quyền về việc tiếp tục làm việc sẽ ảnh hưởng xấu tới thai nhi thì có quyền đơn phương chấm dứt hợp đồng lao động hoặc tạm hoãn thực hiện hợp đồng lao động. 
857	paragraph	Normal	JUSTIFY (3)	Trường hợp đơn phương chấm dứt hợp đồng lao động hoặc tạm hoãn thực hiện hợp đồng lao động thì phải thông báo cho người sử dụng lao động kèm theo xác nhận của cơ sở khám bệnh, chữa bệnh có thẩm quyền về việc tiếp tục làm việc sẽ ảnh hưởng xấu tới thai nhi. 
858	paragraph	Normal	JUSTIFY (3)	2. Trường hợp tạm hoãn thực hiện hợp đồng lao động, thời gian tạm hoãn do người lao động thỏa thuận với người sử dụng lao động nhưng tối thiểu phải bằng thời gian do cơ sở khám bệnh, chữa bệnh có thẩm quyền chỉ định tạm nghỉ. Trường hợp không có chỉ định của cơ sở khám bệnh, chữa bệnh có thẩm quyền về thời gian tạm nghỉ thì hai bên thỏa thuận về thời gian tạm hoãn thực hiện hợp đồng lao động.
859	paragraph	Normal	JUSTIFY (3)	Điều 139. Nghỉ thai sản
860	paragraph	Normal	JUSTIFY (3)	1.4 Lao động nữ được nghỉ thai sản trước và sau khi sinh con là 06 tháng; trường hợp sinh con thứ hai, lao động nữ được nghỉ thai sản trước và sau khi sinh con là 07 tháng; thời gian nghỉ trước khi sinh không quá 02 tháng.
861	paragraph	Normal	JUSTIFY (3)	Trường hợp lao động nữ sinh đôi trở lên thì tính từ con thứ hai trở đi, cứ mỗi con, người mẹ được nghỉ thêm 01 tháng.
862	paragraph	Normal	JUSTIFY (3)	2. Trong thời gian nghỉ thai sản, lao động nữ được hưởng chế độ thai sản theo quy định của pháp luật về bảo hiểm xã hội.
863	paragraph	Normal	JUSTIFY (3)	3. Hết thời gian nghỉ thai sản theo quy định tại khoản 1 Điều này, nếu có nhu cầu, lao động nữ có thể nghỉ thêm một thời gian không hưởng lương sau khi thỏa thuận với người sử dụng lao động. 
864	paragraph	Normal	JUSTIFY (3)	4. Trước khi hết thời gian nghỉ thai sản theo quy định tại khoản 1 Điều này, lao động nữ có thể trở lại làm việc khi đã nghỉ ít nhất được 04 tháng nhưng người lao động phải báo trước, được người sử dụng lao động đồng ý và có xác nhận của cơ sở khám bệnh, chữa bệnh có thẩm quyền về việc đi làm sớm không có hại cho sức khỏe của người lao động. Trong trường hợp này, ngoài tiền lương của những ngày làm việc do người sử dụng lao động trả, lao động nữ vẫn tiếp tục được hưởng trợ cấp thai sản theo quy định của pháp luật về bảo hiểm xã hội.
865	paragraph	Normal	JUSTIFY (3)	5. Lao động nam khi vợ sinh con, người lao động nhận nuôi con nuôi dưới 06 tháng tuổi, lao động nữ mang thai hộ và người lao động là người mẹ nhờ mang thai hộ được nghỉ việc hưởng chế độ thai sản theo quy định của pháp luật về bảo hiểm xã hội.
866	paragraph	Normal	JUSTIFY (3)	Điều 140. Bảo đảm việc làm cho lao động nghỉ thai sản
867	paragraph	Normal	JUSTIFY (3)	Lao động được bảo đảm việc làm cũ khi trở lại làm việc sau khi nghỉ hết thời gian theo quy định tại các khoản 1, 3 và 5 Điều 139 của Bộ luật này mà không bị cắt giảm tiền lương và quyền, lợi ích so với trước khi nghỉ thai sản; trường hợp việc làm cũ không còn thì người sử dụng lao động phải bố trí việc làm khác cho họ với mức lương không thấp hơn mức lương trước khi nghỉ thai sản.
868	paragraph	Normal	JUSTIFY (3)	Điều 141. Trợ cấp trong thời gian chăm sóc con ốm đau, thai sản và thực hiện các biện pháp tránh thai
869	paragraph	Normal	JUSTIFY (3)	Thời gian nghỉ việc khi chăm sóc con dưới 07 tuổi ốm đau, khám thai, sẩy thai, nạo, hút thai, thai chết lưu, phá thai bệnh lý, thực hiện các biện pháp tránh thai, triệt sản, người lao động được hưởng trợ cấp theo quy định của pháp luật về bảo hiểm xã hội.
870	paragraph	Normal	JUSTIFY (3)	Điều 142. Nghề, công việc có ảnh hưởng xấu tới chức năng sinh sản và nuôi con
871	paragraph	Normal	JUSTIFY (3)	1. Bộ trưởng Bộ Lao động - Thương binh và Xã hội ban hành danh mục nghề, công việc có ảnh hưởng xấu tới chức năng sinh sản và nuôi con. 
872	paragraph	Normal	JUSTIFY (3)	2. Người sử dụng lao động phải cung cấp đầy đủ thông tin về tính chất nguy hiểm, nguy cơ, yêu cầu của công việc để người lao động lựa chọn và phải bảo đảm điều kiện an toàn, vệ sinh lao động cho người lao động theo quy định khi sử dụng họ làm công việc thuộc danh mục quy định tại khoản 1 Điều này.
873	paragraph	Normal	JUSTIFY (3)	
874	paragraph	Normal	CENTER (1)	Chương XI
875	paragraph	Normal	CENTER (1)	"NHỮNG QUY ĐỊNH RIÊNG ĐỐI VỚI LAO ĐỘNG 
CHƯA THÀNH NIÊN VÀ MỘT SỐ LAO ĐỘNG KHÁC"
876	paragraph	Normal	CENTER (1)	Mục 1
877	paragraph	Normal	CENTER (1)	LAO ĐỘNG CHƯA THÀNH NIÊN
878	paragraph	Normal	JUSTIFY (3)	
879	paragraph	Normal	JUSTIFY (3)	Điều 143. Lao động chưa thành niên
880	paragraph	Normal	JUSTIFY (3)	1. Lao động chưa thành niên là người lao động chưa đủ 18 tuổi.
881	paragraph	Normal	JUSTIFY (3)	2. Người từ đủ 15 tuổi đến chưa đủ 18 tuổi không được làm công việc hoặc làm việc ở nơi làm việc quy định tại Điều 147 của Bộ luật này.
882	paragraph	Normal	JUSTIFY (3)	3. Người từ đủ 13 tuổi đến chưa đủ 15 tuổi chỉ được làm công việc nhẹ theo danh mục do Bộ trưởng Bộ Lao động – Thương binh và Xã hội ban hành.
883	paragraph	Normal	JUSTIFY (3)	4. Người chưa đủ 13 tuổi chỉ được làm các công việc theo quy định tại khoản 3 Điều 145 của Bộ luật này.
884	paragraph	Normal	JUSTIFY (3)	Điều 144. Nguyên tắc sử dụng lao động chưa thành niên
885	paragraph	Normal	JUSTIFY (3)	1. Lao động chưa thành niên chỉ được làm công việc phù hợp với sức khỏe để bảo đảm sự phát triển thể lực, trí lực, nhân cách. 
886	paragraph	Normal	JUSTIFY (3)	2. Người sử dụng lao động khi sử dụng lao động chưa thành niên có trách nhiệm quan tâm chăm sóc người lao động về các mặt lao động, sức khỏe, học tập trong quá trình lao động.
887	paragraph	Normal	JUSTIFY (3)	3. Khi sử dụng lao động chưa thành niên, người sử dụng lao động phải có sự đồng ý của cha, mẹ hoặc người giám hộ; lập sổ theo dõi riêng, ghi đầy đủ họ tên, ngày tháng năm sinh, công việc đang làm, kết quả những lần kiểm tra sức khỏe định kỳ và xuất trình khi cơ quan nhà nước có thẩm quyền yêu cầu.
888	paragraph	Normal	JUSTIFY (3)	4. Người sử dụng lao động phải tạo cơ hội để lao động chưa thành niên được học văn hóa, giáo dục nghề nghiệp, đào tạo, bồi dưỡng, nâng cao trình độ kỹ năng nghề.
